Customer_ID,Age,Gender,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Churned
635,67,Male,66.26,3740.49,19,41,3,0,3,176,TRUE,Unsubscribed,FALSE
636,30,Male,162.46,765.57,8,35,6,0,3,150,FALSE,Unsubscribed,FALSE
637,25,Male,99.15,4260.57,10,33,4,1,1,12,FALSE,Unsubscribed,FALSE
638,47,Male,193.69,2847.94,2,10,2,0,2,181,FALSE,Responded,TRUE
639,18,Male,193.16,1805.86,18,92,6,2,3,16,TRUE,Unsubscribed,FALSE
640,41,Female,59.16,9289.26,2,46,2,3,3,21,TRUE,Ignored,TRUE
641,28,Male,115.44,3810.92,16,14,3,2,3,145,FALSE,Unsubscribed,TRUE
642,21,Female,191.25,7317.25,15,37,2,1,2,39,FALSE,Unsubscribed,FALSE
643,21,Male,183.87,2683.15,8,43,1,0,4,47,TRUE,Ignored,TRUE
644,34,Female,125.24,2375.51,7,25,0,0,4,84,TRUE,Ignored,FALSE
645,66,Male,74.64,4036.91,18,49,7,1,1,70,FALSE,Ignored,TRUE
646,27,Female,79.39,7894.91,9,52,1,0,2,275,TRUE,Ignored,TRUE
647,55,Male,108.52,409.8,2,32,7,0,5,232,TRUE,Responded,FALSE
648,27,Female,69.82,5968.63,9,91,1,1,2,169,TRUE,Unsubscribed,TRUE
649,33,Female,103.35,8154.08,10,18,4,0,1,75,TRUE,Unsubscribed,FALSE
650,56,Female,184.89,493.85,3,23,6,4,3,224,FALSE,Unsubscribed,TRUE
651,32,Female,140.38,236.98,1,30,5,3,2,327,TRUE,Responded,FALSE
652,51,Female,33.05,9678.19,11,1,8,1,2,295,FALSE,Ignored,FALSE
653,22,Female,20.99,8302.85,9,7,5,2,1,154,FALSE,Responded,TRUE
654,34,Male,69.72,7499.08,14,80,5,1,5,124,FALSE,Ignored,TRUE
655,54,Male,85.28,1641.44,4,22,8,4,3,74,FALSE,Unsubscribed,FALSE
656,41,Male,194.06,9379.21,13,68,5,3,4,101,TRUE,Unsubscribed,TRUE
657,45,Female,89.76,9342.64,1,24,1,1,3,72,TRUE,Responded,FALSE
658,64,Female,143.6,191.55,4,59,2,1,3,148,FALSE,Responded,TRUE
659,25,Male,199.08,7549.66,12,12,0,1,1,262,FALSE,Ignored,TRUE
660,48,Male,34.05,4227.98,15,25,8,4,5,241,FALSE,Responded,TRUE
661,34,Female,78.18,9737.84,4,69,6,3,1,340,TRUE,Unsubscribed,TRUE
662,45,Female,184.41,3740.69,1,42,5,1,5,168,FALSE,Ignored,FALSE
663,65,Male,171.85,3231.29,7,67,4,3,1,333,FALSE,Unsubscribed,FALSE
664,68,Female,145.34,7333.72,4,9,9,3,5,224,TRUE,Ignored,TRUE
665,32,Male,117.71,5946.67,1,68,1,3,4,123,TRUE,Unsubscribed,TRUE
666,48,Female,112.98,9872.14,13,67,8,1,4,50,TRUE,Unsubscribed,TRUE
667,53,Male,193.36,375.85,18,25,9,4,2,65,TRUE,Unsubscribed,FALSE
668,25,Female,71.03,9444.26,16,34,9,0,2,333,FALSE,Responded,TRUE
669,66,Male,80.03,1557.75,10,49,4,1,1,184,TRUE,Unsubscribed,FALSE
670,22,Female,181.08,4991.52,17,57,5,0,4,317,FALSE,Unsubscribed,TRUE
671,55,Male,70.34,6316.38,5,48,5,4,1,92,TRUE,Responded,TRUE
672,50,Male,167.73,7380.55,4,10,1,2,2,173,TRUE,Ignored,TRUE
673,54,Male,143.72,1089.09,2,29,0,3,2,88,TRUE,Ignored,FALSE
674,19,Male,164.19,3700.24,9,90,6,4,4,352,FALSE,Responded,TRUE
675,47,Female,113.31,705.85,17,69,7,3,1,172,TRUE,Unsubscribed,FALSE
676,23,Male,72.98,3891.6,7,31,1,2,5,55,FALSE,Responded,TRUE
